text,url,handle,prediction
Gender Equality Grants,/grants-fellowships/opportunities-journalists/gender-equality-grants,pulitzercenter,True
Tips for a Successful Grant Application,/grants-fellowships/grants-fellowships/tips-writing-successful-pulitzer-center-grant-proposal,pulitzercenter,True
Privacy Policy,/privacy-policy,pulitzercenter,False
INITIATIVES,/initiatives,pulitzercenter,False
Iowa,/2022/07/29/webster-county-man-accused-sex-abuse-punching-child-23-times/,kcrg,True
"59°Cedar Rapids, IA",/weather/,kcrg,False
Local,/2022/07/31/chains-interrupted-red-sand-project-spread-awareness-human-trafficking-newbo-city-market/,kcrg,True
News,/video/2022/07/31/first-alert-forecast/,kcrg,True
Locals Love Us,/page/locals-love-us/,kcrg,False
"Man acquitted of 2011 robbery, killing in Cedar Rapids to face trial for federal charge",/2022/07/29/man-acquitted-2011-robbery-killing-cedar-rapids-face-trial-federal-charge/,kcrg,True
News,/video/2022/07/31/investigation-underway-after-cedar-rapids-officer-involved-shooting/,kcrg,True
Assessing the value of new products at the grocery store,/2022/07/30/assessing-value-new-products-grocery-store/,kcrg,True
Watch Live,/livestream/,kcrg,False
Chains Interrupted and Red Sand Project spread awareness of human trafficking at Newbo City Market,/2022/07/31/chains-interrupted-red-sand-project-spread-awareness-human-trafficking-newbo-city-market/,kcrg,True
Impact,https://www.icij.org/tags/impact/,icijorg,False
Contact ICIJ,/leak/,icijorg,False
Work with us,https://www.icij.org/about/work-with-us/,icijorg,False
Corporate,https://www.icij.org/about/corporate/,icijorg,False
Panama Papers source says ‘Russia wants me dead’ in first-ever media interview,https://www.icij.org/investigations/panama-papers/panama-papers-source-says-russia-wants-me-dead-in-first-ever-media-interview/,icijorg,True
"As Sri Lanka’s ruling Rajapaksas flee, Pandora Papers reveal ties to UAE properties",https://www.icij.org/investigations/pandora-papers/as-sri-lankas-ruling-rajapaksas-flee-pandora-papers-reveal-ties-to-uae-properties/,icijorg,True
IMPACT Sweden’s anti-corruption agency launches investigation into suspicious Ericsson payments in Iraq,https://www.icij.org/investigations/ericsson-list/swedens-anti-corruption-agency-launches-investigation-into-suspicious-ericsson-payments-in-iraq/,icijorg,True
IMPACT Embattled Ericsson discloses new fines from US ‘likely’ after Iraq corruption,https://www.icij.org/investigations/ericsson-list/embattled-ericsson-discloses-new-fines-from-us-likely-after-iraq-corruption/,icijorg,True
All interviews,/tags/meet-the-investigators,icijorg,False
"Uber Files sparks street protests, calls to investigate politicians and a rude rebuttal  Jul 13, 2022",https://www.icij.org/investigations/uber-files/uber-files-sparks-street-protests-calls-to-investigate-politicians-and-a-rude-rebuttal/,icijorg,True
Battling Crusaders show their worth against Swiss kingpins,/sport/football/northern-ireland/battling-crusaders-show-their-worth-against-swiss-kingpins-3786191,news_letter,True
Newspaper Archive,https://www.awin1.com/awclick.php?mid=5895&id=876315,news_letter,False
See more,/news/opinion,news_letter,False
Retro,/retro,news_letter,False
Modern Slavery Statement,/modern-slavery-statement/,news_letter,False
e-Paper,https://app.newsletter.co.uk/,news_letter,False
Click: Your latest updates from the News Letter,https://www.newsletter.co.uk/news/latest,news_letter,False
Lifestyle,/lifestyle,news_letter,False
Weather,/news/weather,news_letter,False
Place your Ad,https://www.jpimedialocal.co.uk/self-serve/?ref=FL&utm_source=belfast-newsletter&utm_medium=news-site-referral&utm_content=place-your-ad&utm_campaign=LDFE-0177%20Inbound%20Leads,news_letter,False
BeLocal,https://thealmanac.net/belocal,shillsalmanac,False
Start It Up,/startitup/,shillsalmanac,False
Life & Culture,/life-culture/,shillsalmanac,False
Article with images+3,/sports/rickel-hetz-compete-in-national-all-star-lacrosse-matches/article_e793c540-0e18-11ed-a812-bf6ce87de9dd.html,shillsalmanac,True
SummerFest,/calendar/bethel_park/summerfest/event_e5070ae4-09d1-11ed-903c-7fb4ce6c4512.html,shillsalmanac,True
SMS,sms:?body=Check%20out%20this%20link:%20thealmanac.net/tncms/asset/editorial/1935d84c-d699-5efd-bfb3-453263f22e5d,shillsalmanac,False
Email,mailto:?subject=%5BThe%20Almanac%5D%20Bethel%20Park%2C%20other%20South%20Hills%20communities%20to%20benefit%20from%20%27Green%20Light-Go%27%20program&body=https%3A%2F%2Fthealmanac.net%2Fnews%2Fbethel-park-other-south-hills-communities-to-benefit-from-green-light-go-program%2Farticle_1935d84c-d699-5efd-bfb3-453263f22e5d.html%3Futm_medium%3Dsocial%26utm_source%3Demail%26utm_campaign%3Duser-share,shillsalmanac,False
Article with images+13,/news/bethel-park-celebrates-life-of-beloved-teacher/article_223a9e9e-0c70-11ed-bc36-539645664068.html,shillsalmanac,True
XFL detour doesn't extinguish NFL dream for Mt. Lebanon grad,/sports/xfl-detour-doesnt-extinguish-nfl-dream-for-mt-lebanon-grad/article_8d94e4ee-0d27-11ed-9aeb-239ae96777c5.html,shillsalmanac,True
What's Happening,/life-culture/whats_happening/,shillsalmanac,False
Terms,https://www.huffpost.com/static/user-agreement,huffpostcanada,False
Brazil,https://www.huffpostbrasil.com/,huffpostcanada,False
Parenting,/life/parents,huffpostcanada,False
Elon Musk Countersues Twitter As Drama Continues Over $44 Billion Buyout Deal,https://www.huffpost.com/entry/elon-musk-twitter-countersuit_n_62e54957e4b0c60a5668b06a,huffpostcanada,True
VOICES,/voices/,huffpostcanada,False
More Shopping,https://www.huffpost.com/life/huffpost-shopping,huffpostcanada,False
I Don’t Have A Label For My Sexual Orientation — And I’m OK With That,https://www.huffpost.com/entry/dont-know-my-sexual-orientation_n_60ccaab9e4b01af0c26fbc33,huffpostcanada,True
Media,/news/media,huffpostcanada,False
Pope Francis Says He May ‘Think About’ Stepping Aside,https://www.huffpost.com/entry/bc-eu-rel-vatican-pope_n_62e5689ce4b0d0ea9b778455,huffpostcanada,True
Election-Denying Colorado Clerk Raises $250K For Primary Recount,https://www.huffpost.com/entry/tina-peter-colorado-clerk-primary-recount_n_62e41ad7e4b00fd8d83f110d,huffpostcanada,True
2022 Elections,https://knock-la.com/tag/2022-elections/,knockdotla,True
Kate Gallagher,https://knock-la.com/author/kategallagher/,knockdotla,False
A Tradition of Violence,https://knock-la.com/tradition-of-violence-lasd-gang-history/,knockdotla,True
Sheriff Alex Villanueva’s tactics to outmaneuver those challenging him in the race for sheriff aren’t just underhanded — they might be illegal.,https://knock-la.com/lasd-sheriff-alex-villanueva-2022-controversial-election-tactics/,knockdotla,True
instagram_logo,https://www.instagram.com/knockdotla/,knockdotla,False
"Despite Voter Approval, LA County Has Slow Rolled Measure J Implementation",https://knock-la.com/measure-j-la-county-no-follow-through/,knockdotla,True
Why Does ‘Democrat’ Sheriff Villanueva Have So Many Far-Right Supporters?,https://knock-la.com/sheriff-villanueva-far-right-supporters/,knockdotla,True
Alex Villanueva,https://knock-la.com/tag/alex-villanueva/,knockdotla,False
Our Team,https://knock-la.com/our-team/,knockdotla,False
LAPD Waits Days to Answer Questions After Shooting a Man in the BackSean Beckner-CarmitchelLAPD shot Jermaine Petit in the back several times after reports of him possessing a “deadly weapon.” Officers later revealed they only found a small car part at the scene.,https://knock-la.com/lapd-waits-days-to-answer-questions-jermaine-petit-shooting/,knockdotla,True
We need a better answer to porn than ethical porn,/opinion/2022/07/30/we-need-a-better-answer-to-porn-than-ethical-porn/,irishtimes,True
Australia,/world/australia/,irishtimes,False
Special Reports,/special-reports/,irishtimes,False
"‘When David was originally performing, it was still illegal to be homosexual in the UK’",/culture/film/2022/07/30/when-david-was-originally-performing-it-was-still-illegal-to-be-homosexual-in-the-uk/,irishtimes,True
OPINION,/opinion/,irishtimes,False
Fintan O’Toole: David Trimble was the only unionist leader to break Paisley’s noxious spell,/opinion/2022/07/30/fintan-otoole-david-trimble-was-the-only-unionist-leader-to-break-paisleys-noxious-spell/,irishtimes,True
Tennis,/sport/tennis/,irishtimes,False
Markets,/business/markets/,irishtimes,False
Elon Musk countersues Twitter over bid to walk away from $44bn deal,/business/2022/07/30/elon-musk-countersues-twitter-over-bid-to-walk-away-from-44bn-deal/,irishtimes,True
Work,/business/work/,irishtimes,False
Phones & Gadgets,https://www.thescottishsun.co.uk/tech/phones-gadgets/,scottishsun,False
Editorial Complaints,https://www.thesun.co.uk/editorial-complaints/,scottishsun,False
BLOCK BUILDER An iconic landmark has been fully reimagined in Minecraft,https://www.thescottishsun.co.uk/tech/9230679/minecraft-youtuber-national-trust-landmark/,scottishsun,True
"LICKY IN LOVE My boobs sparked Love Island meme - but producers hid full story, says CocoCOCO Lodge went on Love Island to find everlasting romance... and came out as the subject of one of its naughtiest ever memes. Here, she tells The Sun what really happened between her and Andrew, and her thoughts on his relationship with Tasha.",https://www.thescottishsun.co.uk/tv/9237122/love-island-coco-andrew-boob-tasha-casa-amor/,scottishsun,True
Travel,https://www.thescottishsun.co.uk/travel/,scottishsun,False
More Sport,https://www.thescottishsun.co.uk/sport/,scottishsun,False
Dear Deidre,https://www.thescottishsun.co.uk/dear-deidre/,scottishsun,False
Help Hub,http://help.thesun.co.uk/,scottishsun,False
MUM'S INSTINCTS Docs said my twins were just 'lazy' - now they're fighting for their lives,https://www.thescottishsun.co.uk/health/9233515/doctors-twins-just-lazy-missed-key-milestones-fighting/,scottishsun,True
LOVE ISLAND,https://www.thescottishsun.co.uk/tv/love-island/,scottishsun,False
"Dolph Lundgren, 64, and fiancée Emma Krokdal, 25, hold hands as they step out for dinner in West Hollywood


          Night out",/tvshowbiz/article-11066089/Dolph-Lundgren-64-fianc-e-Emma-Krokdal-25-hold-hands-step-dinner-LA.html,mailonline,True
"Sam Fox, 56, speaks of 'feeling of relief' after getting the all-clear from cancer after surgery to remove a lump from her vocal cords",/tvshowbiz/article-11065357/Sam-Fox-speaks-incredible-feeling-relief-getting-clear-cancer.html,mailonline,True
Find the best Booking.com discounts here!,https://discountcode.dailymail.co.uk/booking-com,mailonline,False
Prince Charles' judgment is questioned yet again after £1m gift from 9/11 terror chief Bin Laden's half-brothers,/news/article-11065403/Prince-Charles-judgment-questioned-1m-gift-terror-chief-Bin-Ladens-half-brothers.html,mailonline,True
106 comments,https://www.dailymail.co.uk/debate/article-11065507/ANNA-MIKHAILOVA-Frankly-dear-Dom-dont-damn.html#comments,mailonline,True
"Leonardo DiCaprio and Jamie Foxx arrive by boat on the island of Capri, Italy for LuisaViaRoma X UNICEF gala",/tvshowbiz/article-11065431/Leonardo-DiCaprio-Jamie-Foxx-LuisaViaRoma-X-UNICEF-event-Capri-Italy-featuring-JLo.html,mailonline,True
Smiling Bradley Cooper shows off his tan in a tank top as 'matchmaker' Anna Wintour is spotted at his apartment,/news/article-11065495/Bradley-Cooper-shows-tan-series-tank-tops-new-girlfriend-Huma-Abedins-birthday.html,mailonline,True
190 comments,https://www.dailymail.co.uk/news/article-11065627/Energy-firm-asks-government-1bn-taxpayer-cash-fund-takeover-collapsed-rival.html#comments,mailonline,True
'It's ACTUALLY coming home!' Britain's biggest brands get behind supporting the Lionesses tonight with Sainsbury's cryptic billboard taking social media by storm (but can you tell what it means?),/news/article-11066141/England-fans-flood-internet-memes-support-Lionesses-ahead-Euro-final-tonight.html,mailonline,True
England vs Germany LIVE: Follow all the build-up before Lionesses go for glory in Euros final at Wembley TODAY as they strive for their first major tournament win against the eight-time champions,/sport/live/article-11049029/England-vs-Germany-Womens-Euro-2022-final-Live-Result.html,mailonline,True
Media,https://www.nationalreview.com/media/,nro,False
Putin’s Genocide in Ukraine,https://www.nationalreview.com/magazine/2022/08/15/putins-genocide-in-ukraine/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=river&utm_content=featured-content-trending&utm_term=first,nro,True
Conference Call Archive,/tag/nrplus-conference-call/?utm_source=menu&utm_medium=mobile&utm_campaign=nrplus&utm_term=fifth&utm_content=conference-call-archives,nro,False
The Department of Woke,https://www.nationalreview.com/magazine/2022/08/15/the-department-of-woke/?utm_source=recirc-desktop&utm_medium=homepage&utm_campaign=top-of-nav&utm_content=hero-module,nro,True
Games,https://games.nationalreview.com/?utm_source=menu&utm_medium=mobile&utm_campaign=games&utm_term=zero&utm_content=games,nro,False
The Great Books,/podcasts/the-great-books/?utm_source=menu&utm_medium=mobile&utm_campaign=podcasts&utm_term=eleventh&utm_content=great-books,nro,False
Facebook,https://www.facebook.com/nationalreview,nro,False
Culture,/culture/?utm_source=menu&utm_medium=desktop&utm_campaign=popular-topics&utm_term=third&utm_content=culture,nro,False
U.S. Economy,/economy-business,nro,False
The Prius Has Been Wronged,https://www.nationalreview.com/2022/07/the-prius-has-been-wronged/,nro,True
Home,https://www.ledger-enquirer.com/#navlink=subnav,ledgerenquirer,False
eEdition,https://www.ledger-enquirer.com/e-edition/today#navlink=mi_footer,ledgerenquirer,False
All Sports,https://www.ledger-enquirer.com/sports/#navlink=subnav,ledgerenquirer,False
"Mom hit her 6-year-old child with car on purpose, Mississippi police say",https://www.ledger-enquirer.com/news/nation-world/national/article263956331.html#wgt=trending,ledgerenquirer,True
"Restaurant owner used $43k in workers’ tips to pay employees in Oregon, feds say",https://www.ledger-enquirer.com/news/nation-world/national/article263984526.html#wgt=trending,ledgerenquirer,True
Politics,https://www.ledger-enquirer.com/news/politics-government/#navlink=subnav,ledgerenquirer,False
Personal Finance,https://www.ledger-enquirer.com/money/#navlink=mi_footer,ledgerenquirer,False
To Do,https://www.ledger-enquirer.com/entertainment/local-events/#navlink=navbar,ledgerenquirer,False
Privacy Policy,https://www.ledger-enquirer.com/customer-service/privacy-policy/#navlink=mi_footer,ledgerenquirer,False
View all galleries,/galleries,ledgerenquirer,False
Find Your Signal,https://www.iowapublicradio.org/find-your-signal,iowapublicradio,False
Here First,https://www.iowapublicradio.org/podcast/here-first,iowapublicradio,False
IPR Member Portal,https://www.iowapublicradio.org/ipr-member-portal,iowapublicradio,False
Black Iowans Amplified,https://www.iowapublicradio.org/black-iowans-amplified,iowapublicradio,False
Coronavirus,https://www.iowapublicradio.org/the-latest-on-covid-19,iowapublicradio,False
IPR News En Español,https://www.iowapublicradio.org/tags/ipr-news-en-espanol,iowapublicradio,False
IPR Studio One Playlists,https://www.iowapublicradio.org/studio-one-playlists,iowapublicradio,False
Iowa In Focus,https://www.iowapublicradio.org/iowa-in-focus,iowapublicradio,False
Republican Leach endorses Democrat Bohannan in 1st Congressional District race,https://www.iowapublicradio.org/ipr-news/2022-07-28/republican-leach-endorses-democrat-bohannan-in-1st-congressional-district-race,iowapublicradio,True
State Government News,https://www.iowapublicradio.org/state-government-news,iowapublicradio,False
"It's a horror to think your kid could be a victim in a violent act of racism, sexism or other radicalization. It's a whole different kind of fear to think they could be the perpetrator of that act. Here's how to spot the signs of radicalization and how to talk to kids about what they're seeing online.",https://www.npr.org/2022/06/28/1108124938/learn-the-signs-of-radicalization-and-how-to-talk-to-kids-about-it,npr,True
China announces military exercises as Pelosi's possible trip to Taiwan looms,https://www.npr.org/2022/07/30/1114706145/china-taiwan-military-excercises-pelosi,npr,True
"Listen


                            ·
                            6:55",https://ondemand.npr.org/anon.npr-mp3/npr/me/2022/07/20220728_me_the_origin_of_the_latest_monkeypox_outbreak.mp3?orgId=1&topicId=1128&d=415&p=3&story=1114183886&dl=1&sc=siteplayer&size=6647267&dl=1&aw_0_1st.playerid=siteplayer,npr,True
"In five states, Republicans who deny the 2020 election results have now moved closer to overseeing the voting process. Arizona, which has a primary on Tuesday, could be next.",https://www.npr.org/2022/07/29/1113707783/election-deniers-secretary-of-state-arizona-finchem,npr,True
Health,/sections/health/,npr,False
Environment,https://www.npr.org/sections/environment/,npr,False
Health,https://www.npr.org/sections/health/,npr,False
Dr. Dimie Ogoina detected monkeypox in an 11-year-old patient in 2017 and saw many other cases since. He's tried to warn health officials that the virus has changed the way it spreads — to no avail.,https://www.npr.org/sections/goatsandsoda/2022/07/28/1114183886/a-doctor-in-nigeria-tried-to-warn-the-world-that-monkeypox-had-become-a-global-t,npr,True
All Songs Considered,https://www.npr.org/sections/allsongs/,npr,False
Short Wave,https://www.npr.org/podcasts/510351/short-wave,npr,False
Skip to Footer,#footer,kqed,False
Mindshift,/podcasts/mindshift,kqed,False
Corporate Sponsorship,/corporate-sponsorship,kqed,False
For Educators,/education,kqed,False
Rightnowish,/podcasts/rightnowish,kqed,False
The California Report,/californiareport,kqed,False
Skip to Nav,#navBar,kqed,False
"Alia Crum says that our perceptions are always filtered through our mindsets — and these mindsets shape our lives in profound ways. In the second of two episodes, the psychologist explains how our beliefs about food and exercise affect our bodies.",/radio,kqed,True
Support KQED,/support,kqed,False
Pendarvis Harshaw,/author/ogpenn,kqed,False
Photo Galleries,/category/new-jersey-photo-galleries,news12nj,False
Just Married in New Jersey,/just-married-in-new-jersey-41505296,news12nj,False
"On The Scene: New exhibit at Lincoln Center showcases 50 years of theater performancesJul 27, 11:58 AM",/on-the-scene-new-exhibit-at-lincoln-center-showcases-50-years-of-theater-performances,news12nj,True
"Tue, Aug 02 @11:00amBooks & BabiesWest Orange Public Library",https://newjersey.news12.com/new-jersey-events#!/details/BOOKS-BABIES/10300601/2022-08-02T11,news12nj,False
"Passaic police officer accused in DWI crash that injured womanJul 30 2022, 10:13 PM",/passaic-police-officer-accused-in-dwi-crash-that-injured-woman,news12nj,True
"Sun, Jul 31 @9:00amPride Month Craft Grab & GoMarion Branch",https://newjersey.news12.com/new-jersey-events#!/details/PRIDE-MONTH-CRAFT-GRAB-GO/9939967/2022-07-31T09,news12nj,False
"Biden tests positive for COVID-19, returns to isolationJul 30, 7:00 PM",/biden-tests-positive-for-covid-19-returns-to-isolation,news12nj,True
Cheddar.com,https://cheddar.com,news12nj,False
On the Scene,https://newjersey.news12.com/new-jersey-on-the-scene,news12nj,False
About Us,/about,news12nj,False
"June 9,
11:54 am


Current situation in war zones – June 8, 2022",https://www.kyivpost.com/multimedia/photo/current-situation-in-war-zones,kyivpost,True
Business Wire,https://www.kyivpost.com/business-wire,kyivpost,False
"Monday, July 25

10:19 pm

Zelensky Fires First Deputy Secretary of National Security and Defense Council",https://www.kyivpost.com/russias-war/zelenskiy-fires-first-deputy-secretary-of-national-security-and-defense-council.html,kyivpost,True
Then & Now,https://www.kyivpost.com/then-and-now,kyivpost,False
Register,#,kyivpost,False
Exclusives,/all-news/exclusive/,kyivpost,False
AFP,https://www.kyivpost.com/author/bohdannahaylo,kyivpost,False
"1:00 pmEXCLUSIVEIN-DEPTH

Former US Diplomat Analyzes President Putin",https://www.kyivpost.com/russias-war/former-us-diplomat-analyzes-president-putin.html,kyivpost,True
Journalism of tolerance,https://www.kyivpost.com/special-project/journalism-of-tolerance,kyivpost,False
Surviving Ilovaisk,https://www.kyivpost.com/ilovaisk,kyivpost,False
State patrol: Dust a factor in head-on crash that killed Iowan,/article/state-patrol-dust-a-factor-in-head-on-crash-that-killed-iowan-troopers-story-county/40760947,kccinews,True
Mira Sorvino leads an outpouring of tributes to her late father Paul,/article/paul-sorvino-dies-mira-sorvino-leads-an-outpouring-of-tributes/40720253,kccinews,True
"NOWCAST
                KCCI News at 6am Sunday Morning







                                            Live Now",/nowcast,kccinews,False
Additional monkeypox vaccine doses will soon be available in the US,/article/additional-monkeypox-vaccine-doses-will-soon-be-available/40732832,kccinews,True
"Map shows nearly 1,500 counties are seeing a high level of COVID-19 in their communities",/article/cdc-covid-19-level-map/39272892,kccinews,True
"What the floods of 1993 taught Iowans about flooding






                  KCCI",/article/forecasting-our-future-what-the-floods-of-1993-taught-iowans-about-flooding/39849117,kccinews,True
'I’ve got nothing now': Some Appalachia residents begin cleanup after deadly floods,/article/appalachia-residents-begin-cleanup-after-deadly-floods/40760870,kccinews,True
Alerts,/alerts,kccinews,False
This Amazon Brand Is a Summertime Style Lifesaver for Kids’ Closets,https://www.goodhousekeeping.com/clothing/g40576334/amazon-essentials-summer-kids-clothes/?utm_source=kcci&utm_medium=referral&utm_campaign=htv-kcci-feed,kccinews,True
Sign Up to Get Future Alerts,https://www.kcci.com/subscribe,kccinews,False
photo galleries,/snyde/ny-life-career-arnold-schwarzenegger-20220730-qi35xluxubccnle2pn5zanr7ri-photogallery.html#nt=pf-double chain~top-version-2021~flex feature~curated~arnie-230p~QI35XLUXUBCCNLE2PN5ZANR7RI~1~3~7~7~art yes,nydailynews,True
http://optout.aboutads.info/,http://optout.aboutads.info/,nydailynews,False
E-newspaper,https://enewspaper.nydailynews.com/,nydailynews,False
